"시점","자동화수준별(1)",자동화수준별(2),자동화수준별(3),전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,정보화발전단계,정보화발전단계,정보화발전단계,정보화발전단계
"시점","자동화수준별(1)",자동화수준별(2),자동화수준별(3),제조업,제조업,제조업,제조업,제조업,제조업,제조업,제조업,건설업,건설업,건설업,건설업,건설업,건설업,건설업,건설업,도소매업,도소매업,도소매업,도소매업,도소매업,도소매업,도소매업,도소매업,운수업,운수업,운수업,운수업,운수업,운수업,운수업,운수업,정보통신업,정보통신업,정보통신업,정보통신업,정보통신업,정보통신업,정보통신업,정보통신업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,단위정보화 단계,기업내통합단계,기업간협력단계,전략적혁신단계
"시점","자동화수준별(1)",자동화수준별(2),자동화수준별(3),소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,소계,소계,소계
"2021","응답기업수 (개)",소계,소계,1984,318,346,224,211,236,363,286,444,85,76,51,45,52,78,57,637,102,110,68,71,87,114,85,273,54,52,35,30,35,48,19,243,45,43,26,23,30,37,39,271,64,55,29,32,36,42,13,148,24,37,19,16,17,25,10,5,114,3685,196
"2021","공정 자동화 (%)",미구축,소계,34.8,62.3,51.2,39.7,28.0,23.7,19.6,14.0,73.0,84.7,88.2,66.7,62.2,78.8,73.1,43.9,66.7,87.3,65.5,66.2,69.0,57.5,65.8,52.9,69.6,81.5,71.2,85.7,60.0,62.9,62.5,47.4,36.2,44.4,41.9,46.2,34.8,36.7,35.1,15.4,56.1,79.7,58.2,55.2,62.5,44.4,31.0,30.8,67.6,79.2,75.7,84.2,81.3,64.7,44.0,20.0,80.0,61.4,49.3,39.3
"2021","공정 자동화 (%)",구축,소계,65.2,37.7,48.8,60.3,72.0,76.3,80.4,86.0,27.0,15.3,11.8,33.3,37.8,21.2,26.9,56.1,33.3,12.7,34.5,33.8,31.0,42.5,34.2,47.1,30.4,18.5,28.8,14.3,40.0,37.1,37.5,52.6,63.8,55.6,58.1,53.8,65.2,63.3,64.9,84.6,43.9,20.3,41.8,44.8,37.5,55.6,69.0,69.2,32.4,20.8,24.3,15.8,18.8,35.3,56.0,80.0,20.0,38.6,50.7,60.7
"2021","공정 자동화 (%)",구축,부분 자동화,49.5,31.4,40.8,50.9,58.8,63.6,57.3,50.7,21.6,10.6,11.8,25.5,31.1,17.3,24.4,40.4,26.2,9.8,28.2,32.4,22.5,33.3,25.4,35.3,20.9,14.8,21.2,14.3,33.3,22.9,18.8,31.6,26.7,33.3,25.6,15.4,34.8,16.7,29.7,28.2,25.1,9.4,30.9,31.0,18.8,38.9,31.0,23.1,27.7,20.8,21.6,10.5,18.8,29.4,40.0,80.0,20.0,33.3,37.4,30.6
"2021","공정 자동화 (%)",구축,전반적 자동화,12.6,4.4,5.5,7.6,11.4,11.0,18.5,28.7,3.4,2.4,0.0,3.9,2.2,3.8,1.3,12.3,4.6,2.0,2.7,1.5,4.2,3.4,7.0,10.6,7.7,1.9,5.8,0.0,6.7,11.4,16.7,15.8,18.1,11.1,18.6,15.4,13.0,26.7,16.2,25.6,14.0,9.4,3.6,13.8,12.5,11.1,31.0,38.5,3.4,0.0,0.0,5.3,0.0,5.9,12.0,0.0,0.0,4.4,9.8,17.3
"2021","공정 자동화 (%)",구축,완전 자동화,1.8,0.6,1.4,1.3,1.4,1.3,2.5,3.8,1.1,0.0,0.0,2.0,2.2,0.0,1.3,3.5,0.8,0.0,0.9,0.0,1.4,1.1,1.8,0.0,0.7,0.0,1.9,0.0,0.0,0.0,2.1,0.0,9.5,8.9,4.7,11.5,4.3,6.7,13.5,15.4,4.1,0.0,7.3,0.0,6.3,2.8,7.1,7.7,0.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.9,1.9,6.6
"2021","공정 자동화 (%)",구축,유연 자동화,1.2,0.9,0.9,0.0,0.5,0.4,1.9,2.8,0.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.8,1.0,0.9,0.0,1.4,2.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.3,4.9,2.2,2.3,3.8,8.7,10.0,2.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.6
"2021","공정 자동화 (%)",구축,자율화,0.2,0.3,0.3,0.4,0.0,0.0,0.3,0.0,0.7,2.4,0.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,1.8,0.0,1.4,2.3,0.0,1.2,0.7,1.9,0.0,0.0,0.0,2.9,0.0,0.0,4.5,0.0,7.0,7.7,4.3,3.3,2.7,7.7,0.7,1.6,0.0,0.0,0.0,2.8,0.0,0.0,0.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.6
"2021","시설 자동화 (%)", 미구축,소계,35.5,60.4,48.8,40.2,29.9,28.0,21.8,15.7,74.3,87.1,84.2,66.7,68.9,80.8,75.6,45.6,65.0,72.5,69.1,66.2,67.6,58.6,64.9,54.1,67.0,83.3,67.3,85.7,66.7,60.0,50.0,42.1,37.0,53.3,39.5,46.2,39.1,40.0,27.0,15.4,55.4,78.1,60.0,55.2,62.5,41.7,31.0,23.1,63.5,75.0,75.7,78.9,81.3,52.9,36.0,20.0,80.0,64.0,49.2,37.8
"2021","시설 자동화 (%)",구축,소계,64.5,39.6,51.2,59.8,70.1,72.0,78.2,84.3,25.7,12.9,15.8,33.3,31.1,19.2,24.4,54.4,35.0,27.5,30.9,33.8,32.4,41.4,35.1,45.9,33.0,16.7,32.7,14.3,33.3,40.0,50.0,57.9,63.0,46.7,60.5,53.8,60.9,60.0,73.0,84.6,44.6,21.9,40.0,44.8,37.5,58.3,69.0,76.9,36.5,25.0,24.3,21.1,18.8,47.1,64.0,80.0,20.0,36.0,50.8,62.2
"2021","시설 자동화 (%)",구축,부분 자동화,48.5,33.3,44.2,48.7,56.4,57.6,55.1,49.0,19.8,8.2,15.8,25.5,24.4,13.5,19.2,40.4,28.1,24.5,26.4,29.4,25.4,29.9,28.1,34.1,23.1,13.0,25.0,14.3,30.0,28.6,27.1,31.6,24.7,26.7,27.9,15.4,30.4,10.0,29.7,28.2,27.3,14.1,29.1,34.5,18.8,38.9,33.3,38.5,31.8,20.8,21.6,15.8,18.8,41.2,52.0,80.0,20.0,30.7,37.4,31.1
"2021","시설 자동화 (%)",구축,전반적 자동화,13.7,4.1,5.2,9.4,12.3,12.3,20.7,31.5,3.8,2.4,0.0,3.9,2.2,5.8,3.8,10.5,4.2,2.0,1.8,2.9,4.2,5.7,4.4,9.4,7.7,1.9,5.8,0.0,3.3,8.6,20.8,15.8,18.9,6.7,16.3,19.2,13.0,30.0,21.6,28.2,14.0,6.3,7.3,10.3,12.5,13.9,31.0,38.5,2.7,0.0,0.0,5.3,0.0,5.9,8.0,0.0,0.0,5.3,10.4,18.4
"2021","시설 자동화 (%)",구축,완전 자동화,1.6,0.6,0.9,1.3,0.5,2.1,1.9,3.5,0.9,0.0,0.0,2.0,2.2,0.0,1.3,1.8,0.9,0.0,0.9,0.0,1.4,1.1,1.8,1.2,0.7,0.0,1.9,0.0,0.0,0.0,2.1,0.0,10.7,13.3,7.0,11.5,4.3,6.7,16.2,12.8,2.6,0.0,3.6,0.0,6.3,2.8,4.8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.7,7.1
"2021","시설 자동화 (%)",구축,유연 자동화,0.5,0.9,0.9,0.0,0.9,0.0,0.3,0.3,0.5,0.0,0.0,0.0,2.2,0.0,0.0,1.8,0.8,1.0,0.0,1.5,0.0,2.3,0.9,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.7,0.0,2.3,0.0,8.7,10.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.1
"2021","시설 자동화 (%)",구축,자율화,0.2,0.6,0.0,0.4,0.0,0.0,0.3,0.0,0.7,2.4,0.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,1.8,0.0,1.4,2.3,0.0,1.2,1.1,1.9,0.0,0.0,0.0,2.9,0.0,5.3,4.9,0.0,7.0,7.7,4.3,3.3,5.4,7.7,0.7,1.6,0.0,0.0,0.0,2.8,0.0,0.0,0.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.6
"2021","사무 자동화 (%)",미구축,소계,23.2,47.5,33.8,24.6,15.2,17.4,11.3,8.4,34.0,45.9,44.7,35.3,28.9,23.1,35.9,12.3,27.2,48.0,32.7,27.9,28.2,17.2,21.1,11.8,35.5,55.6,46.2,45.7,36.7,17.1,10.4,26.3,14.4,26.7,14.0,23.1,17.4,13.3,5.4,2.6,27.7,48.4,29.1,24.1,25.0,16.7,14.3,7.7,56.1,54.2,64.9,73.7,68.8,52.9,44.0,10.0,100.0,45.6,26.8,15.8
"2021","사무 자동화 (%)",구축,소계,76.8,52.5,66.2,75.4,84.8,82.6,88.7,91.6,66.0,54.1,55.3,64.7,71.1,76.9,64.1,87.7,72.8,52.0,67.3,72.1,71.8,82.8,78.9,88.2,64.5,44.4,53.8,54.3,63.3,82.9,89.6,73.7,85.6,73.3,86.0,76.9,82.6,86.7,94.6,97.4,72.3,51.6,70.9,75.9,75.0,83.3,85.7,92.3,43.9,45.8,35.1,26.3,31.3,47.1,56.0,90.0,0.0,54.4,73.2,84.2
"2021","사무 자동화 (%)",구축,부분 자동화,57.8,45.6,55.8,58.0,66.8,66.5,63.4,52.4,55.0,47.1,52.6,54.9,55.6,71.2,50.0,61.4,56.5,48.0,55.5,58.8,54.9,59.8,53.5,68.2,45.1,40.7,46.2,45.7,40.0,37.1,58.3,42.1,39.9,42.2,46.5,30.8,52.2,23.3,54.1,28.2,45.8,39.1,56.4,51.7,37.5,52.8,40.5,38.5,39.2,41.7,29.7,26.3,31.3,41.2,44.0,90.0,0.0,46.5,54.4,47.4
"2021","사무 자동화 (%)",구축,전반적 자동화,15.7,4.7,8.1,13.8,14.7,13.6,20.7,35.0,8.6,3.5,2.6,5.9,8.9,3.8,11.5,26.3,12.9,2.9,8.2,11.8,11.3,13.8,23.7,17.6,14.7,1.9,3.8,8.6,20.0,34.3,25.0,21.1,22.6,20.0,16.3,34.6,8.7,40.0,10.8,30.8,20.7,10.9,9.1,24.1,28.1,25.0,33.3,38.5,3.4,4.2,2.7,0.0,0.0,5.9,8.0,0.0,0.0,7.9,14.6,20.9
"2021","사무 자동화 (%)",구축,완전 자동화,1.7,0.9,0.9,1.3,1.4,2.1,2.8,2.4,0.5,0.0,0.0,2.0,2.2,0.0,0.0,0.0,1.1,0.0,0.9,0.0,2.8,3.4,0.9,0.0,1.5,0.0,1.9,0.0,3.3,0.0,2.1,5.3,12.3,8.9,9.3,7.7,13.0,13.3,16.2,17.9,4.1,0.0,5.5,0.0,9.4,0.0,7.1,15.4,0.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,8.7
"2021","사무 자동화 (%)",구축,유연 자동화,0.9,0.3,0.9,0.4,1.4,0.4,1.4,1.4,1.1,1.2,0.0,2.0,2.2,1.9,1.3,0.0,0.9,1.0,0.0,1.5,1.4,2.3,0.0,1.2,2.2,0.0,1.9,0.0,0.0,5.7,4.2,5.3,7.8,2.2,7.0,3.8,8.7,10.0,10.8,12.8,0.4,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5.1
"2021","사무 자동화 (%)",구축,자율화,0.7,0.9,0.6,1.8,0.5,0.0,0.6,0.3,0.9,2.4,0.0,0.0,2.2,0.0,1.3,0.0,1.4,0.0,2.7,0.0,1.4,3.4,0.9,1.2,1.1,1.9,0.0,0.0,0.0,5.7,0.0,0.0,2.9,0.0,7.0,0.0,0.0,0.0,2.7,7.7,1.5,1.6,0.0,0.0,0.0,2.8,4.8,0.0,0.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
